trial,drop_rate,label,pred,correct
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_k/trial_091,0.15151515151515152,10,10,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_r/trial_038,0.0,17,17,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_x/trial_072,0.0,23,23,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_y/trial_081,0.11764705882352941,24,24,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_w/trial_034,0.0,22,22,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_s/trial_128,0.3333333333333333,18,18,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_c/trial_137,0.1,2,2,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_e/trial_063,0.05263157894736842,4,4,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_c/trial_090,0.0,2,2,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_s/trial_084,0.3333333333333333,18,18,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_z/trial_126,0.045454545454545456,25,25,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_z/trial_026,0.0,25,25,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_a/trial_118,0.1,0,0,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_d/trial_028,0.034482758620689655,3,10,False
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_a/trial_128,0.0,0,0,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_d/trial_105,0.10526315789473684,3,3,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_s/trial_065,0.2,18,18,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_g/trial_101,0.07692307692307693,6,6,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_y/trial_033,0.0,24,19,False
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_g/trial_106,0.0,6,6,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_n/trial_106,0.05555555555555555,13,20,False
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_z/trial_079,0.0625,25,25,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_r/trial_017,0.058823529411764705,17,17,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_n/trial_039,0.0,13,13,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_e/trial_057,0.17647058823529413,4,4,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_t/trial_098,0.09523809523809523,19,19,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_h/trial_052,0.045454545454545456,7,7,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_t/trial_095,0.05263157894736842,19,19,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_l/trial_077,0.2,11,11,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_p/trial_027,0.17391304347826086,15,15,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_a/trial_122,0.05555555555555555,0,0,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_g/trial_005,0.0,6,5,False
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_x/trial_037,0.05555555555555555,23,23,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_a/trial_147,0.0,0,0,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_y/trial_023,0.1875,24,24,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_n/trial_008,0.13333333333333333,13,9,False
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_a/trial_153,0.05,0,0,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_b/trial_030,0.0,1,1,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_h/trial_038,0.05,7,7,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_a/trial_151,0.125,0,0,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_s/trial_092,0.07142857142857142,18,18,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_s/trial_116,0.07142857142857142,18,18,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_h/trial_095,0.0,7,13,False
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_t/trial_066,0.2222222222222222,19,20,False
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_w/trial_064,0.1,22,22,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_a/trial_023,0.0,0,15,False
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_n/trial_107,0.0,13,13,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_c/trial_143,0.0,2,2,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_g/trial_075,0.08333333333333333,6,6,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_y/trial_090,0.0,24,24,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_b/trial_019,0.1,1,1,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_d/trial_040,0.08333333333333333,3,3,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_t/trial_021,0.06666666666666667,19,19,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_b/trial_013,0.0,1,1,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_e/trial_079,0.13333333333333333,4,4,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_v/trial_050,0.0,21,21,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_t/trial_108,0.10526315789473684,19,19,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_t/trial_130,0.2,19,24,False
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_a/trial_052,0.1,0,0,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_b/trial_010,0.0,1,1,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_u/trial_037,0.14285714285714285,20,20,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_b/trial_112,0.0,1,1,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_u/trial_055,0.06666666666666667,20,13,False
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_d/trial_013,0.058823529411764705,3,4,False
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_s/trial_106,0.0,18,18,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_r/trial_054,0.10526315789473684,17,19,False
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_i/trial_070,0.045454545454545456,8,8,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_k/trial_032,0.034482758620689655,10,10,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_n/trial_077,0.06666666666666667,13,13,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_w/trial_026,0.05,22,22,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_f/trial_093,0.0,5,5,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_x/trial_049,0.11764705882352941,23,23,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_n/trial_063,0.125,13,17,False
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_o/trial_138,0.0,14,14,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_q/trial_035,0.15789473684210525,16,25,False
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_n/trial_036,0.0,13,13,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_h/trial_047,0.04,7,7,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_x/trial_067,0.10526315789473684,23,23,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_v/trial_016,0.18181818181818182,21,21,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_u/trial_020,0.0,20,20,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_f/trial_033,0.08695652173913043,5,5,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_c/trial_003,0.0,2,2,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_g/trial_069,0.0,6,6,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_b/trial_058,0.0,1,1,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_k/trial_108,0.06060606060606061,10,10,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_o/trial_010,0.0,14,14,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_x/trial_022,0.21428571428571427,23,21,False
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_u/trial_107,0.0,20,20,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_f/trial_045,0.09523809523809523,5,5,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_c/trial_042,0.2222222222222222,2,2,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_c/trial_070,0.09090909090909091,2,2,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_a/trial_177,0.0,0,0,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_g/trial_093,0.07692307692307693,6,6,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_b/trial_111,0.0,1,1,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_o/trial_110,0.0625,14,14,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_n/trial_078,0.25,13,13,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_k/trial_004,0.041666666666666664,10,10,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_x/trial_020,0.1111111111111111,23,5,False
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_v/trial_111,0.16666666666666666,21,21,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_p/trial_065,0.08695652173913043,15,15,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_q/trial_077,0.05555555555555555,16,16,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_k/trial_113,0.07142857142857142,10,10,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_i/trial_034,0.0,8,8,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_c/trial_103,0.08333333333333333,2,4,False
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_p/trial_007,0.09090909090909091,15,15,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_g/trial_090,0.07407407407407407,6,6,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_r/trial_031,0.0,17,17,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_p/trial_095,0.08695652173913043,15,15,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_q/trial_032,0.058823529411764705,16,20,False
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_z/trial_040,0.058823529411764705,25,25,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_w/trial_074,0.05555555555555555,22,22,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_s/trial_060,0.16666666666666666,18,18,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_t/trial_073,0.0,19,19,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_v/trial_049,0.15384615384615385,21,21,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_n/trial_120,0.0,13,13,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_f/trial_077,0.05,5,5,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_d/trial_087,0.045454545454545456,3,3,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_b/trial_024,0.05263157894736842,1,1,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_k/trial_093,0.030303030303030304,10,10,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_h/trial_058,0.15,7,7,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_z/trial_133,0.1111111111111111,25,25,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_p/trial_017,0.2608695652173913,15,15,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_d/trial_044,0.08333333333333333,3,3,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_y/trial_094,0.05263157894736842,24,24,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_m/trial_069,0.0,12,12,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_a/trial_100,0.06666666666666667,0,0,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_f/trial_118,0.09090909090909091,5,5,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_r/trial_009,0.05263157894736842,17,17,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_k/trial_089,0.034482758620689655,10,10,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_u/trial_109,0.06666666666666667,20,20,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_x/trial_060,0.0,23,23,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_n/trial_133,0.0,13,13,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_o/trial_063,0.0,14,14,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_y/trial_093,0.0,24,24,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_u/trial_053,0.06666666666666667,20,20,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_f/trial_047,0.26666666666666666,5,5,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_k/trial_048,0.0,10,10,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_o/trial_117,0.0625,14,14,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_x/trial_059,0.11764705882352941,23,23,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_l/trial_075,0.0,11,17,False
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_f/trial_095,0.045454545454545456,5,5,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_x/trial_010,0.0,23,23,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_b/trial_069,0.0,1,1,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_s/trial_142,0.0,18,18,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_f/trial_009,0.08,5,5,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_o/trial_094,0.0625,14,14,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_e/trial_123,0.0625,4,4,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_n/trial_129,0.0,13,13,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_y/trial_086,0.125,24,24,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_d/trial_080,0.0,3,3,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_c/trial_058,0.08333333333333333,2,2,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_b/trial_042,0.043478260869565216,1,1,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_n/trial_110,0.21428571428571427,13,13,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_p/trial_094,0.09090909090909091,15,15,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_i/trial_043,0.08333333333333333,8,8,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_r/trial_068,0.15789473684210525,17,7,False
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_w/trial_058,0.0,22,22,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_g/trial_071,0.14285714285714285,6,6,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_r/trial_083,0.058823529411764705,17,17,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_p/trial_055,0.037037037037037035,15,15,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_c/trial_069,0.0,2,2,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_t/trial_134,0.047619047619047616,19,19,True
/Users/changhyeonpark/Desktop/UCLA_Visiting/watchtouch/UnifiedDataCollector/run/dataset/Lower_f/trial_098,0.05,5,5,True
